Ecossistema;Cidade;Link;Estágio de Maturidade;Modelo de Negócio;Segmento;Vertical;Público-alvo;Startup;Ambiente de Inovação
Metropolitana e Litoral Norte;Porto Alegre;https://www.ritualdahospitalidade.com.br/;Crescimento;Não Informado;Consultorias e Treinamentos;HRTech;B2B;Ritual Da Hospitalidade;NÃO INFORMADO
Metropolitana e Litoral Norte;São Leopoldo;https://rmatech.com.br/;Escala;Não Informado;Engenharia e Indústria Geral;IndTech;B2B;RMA TECH;TECNOSINOS
Metropolitana e Litoral Norte;Porto Alegre;https://rocket.chat/;Não Informado;SaaS;Comunicação;Social Network;B2B e B2G;ROCKETCHAT TECNOLOGIA LTDA;INSTITUTO CALDEIRA
Metropolitana e Litoral Norte;Porto Alegre;https://theroks.com.br;Validação;Custo por Aquisição;Educação e Ensino;EdTech;B2B;ROK’S - PSALab;TECNOPUC
Metropolitana e Litoral Norte;Porto Alegre;https://www.linkedin.com/company/routinfy/;Validação;Não Informado;TI (Tecnologia da Informação);ITTech;B2B e B2C;Routinfy.com;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://soleum.com.br/;Não Informado;Não Informado;Agronegócio;CleanTech;B2B;S.OLEUM BRASIL AGRO INDUSTRIAL SA;INSTITUTO CALDEIRA
Metropolitana e Litoral Norte;Porto Alegre;https://s-solutions.dev/;Crescimento;Não Informado;Software e Cloud;ITTech;B2B;S.Solutions;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://safe2pay.com.br/;Validação;Transação;Financeiro;FinTech;B2B;Safe2pay;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.safecarbon.com.br/;Crescimento;Não Informado;Agronegócio;AgTech;B2C;SAFECARBON;NÃO INFORMADO
Metropolitana e Litoral Norte;Gravataí;https://safereport.com/;Crescimento;SaaS;RH e Coaching;RegTech;B2B;SafeReport - Canal de denúncias;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://safety4me.com/;Crescimento;Assinatura;Saúde e Bem-Estar;HealthTech;B2B;Safety4Me;TECNOPUC
Metropolitana e Litoral Norte;Porto Alegre;https://www.sage.com/pt-pt/blog/oportunidades-e-desafios-na-internet-das-coisas/;Validação;SaaS;IoT (Internet das Coisas);ITTech;B2B;SAGE IOT;NÃO INFORMADO
Metropolitana e Litoral Norte;São Leopoldo;https://saipos.com/;Escala;SaaS;Alimentos e Bebidas;Foodtech;B2B;Saipos;VENTIUR
Metropolitana e Litoral Norte;Canoas;https://www.instagram.com/sapienslab.ai/;Ideação;SaaS;IA (Inteligência Artificial);ITTech;B2B;SapiensLab;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.instagram.com/saude.trans_/;Validação;Assinatura;Saúde e Bem-Estar;HealthTech;B2C;Saúde Trans;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://save-ev.com/;Crescimento;Custo por Aquisição;Mobilidade;EnergyTech;B2B e B2C;Save -South America Vehicles Electrification;CEI UFRGS
Metropolitana e Litoral Norte;Porto Alegre;https://savebys.com/;Crescimento;Marketplace;Negócios Sociais;Inovação Social;P2P;SaveBys;NÃO INFORMADO
Metropolitana e Litoral Norte;Taquara;https://scopi.com.br/;Crescimento;Não Informado;Software e Cloud;Tech Consultancies;B2B;SCOPI SISTEMAS;NÃO INFORMADO
Metropolitana e Litoral Norte;Novo Hamburgo;https://sculpt.cc/;Escala;Não Informado;Consultorias e Treinamentos;MarTech;B2B;Sculpt;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.instagram.com/sdv_reciclando/;Crescimento;Negócio Socioambiental;Meio Ambiente e Sustentabilidade;Impacto Socioambiental;B2B;SDV reciclando;CEI UFRGS
Metropolitana e Litoral Norte;Porto Alegre;https://segcommerce.com.br/;Crescimento;Não Informado;Software e Cloud;RetailTech;B2B;SegCommerce;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://selfguru.com.br/;Crescimento;Não Informado;Software e Cloud;HRTech;B2B;Self Guru;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.instagram.com/sementedoplastico/;Crescimento;Negócio Socioambiental;Educação e Ensino;Inovação Social;B2B;Semente do Plástico;CEI UFRGS
Metropolitana e Litoral Norte;Porto Alegre;https://sentir-e-ser-atelier.bagypro.com/;Crescimento;E-commerce;Meio Ambiente e Sustentabilidade;FashionTech;B2C;Sentir e Ser Atelier;NÃO INFORMADO
Metropolitana e Litoral Norte;Gravataí;https://serautoral.com.br/;Crescimento;Outros;Consultorias e Treinamentos;FashionTech;B2B e B2C;Ser Autoral;SMICT GRAVATAÍ
Metropolitana e Litoral Norte;Canoas;https://gruposg.eco.br/compostex/;Crescimento;Não Informado;Alimentos e Bebidas;GreenTech;B2B;SGTECH Soluções Ambientais;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;;Ideação;Não Informado;Negócios Sociais;InsurTech;B2C;Shamyblue Environmental;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://shoppr.com.br/;Crescimento;Marketplace;Serviços;RetailTech;B2C;Shoppr;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.siddi.digital/;Validação;Assinatura;Marketing e Publicidade;MarTech;B2B;Siddi Digital;TECNOPUC
Metropolitana e Litoral Norte;Canoas;https://www.sidemed.com.br;Validação;SaaS;Software e Cloud;HealthTech;B2B;Sidemed;PLATAFORMA
Metropolitana e Litoral Norte;Porto Alegre;https://sift.com.br/;Escala;Não Informado;Engenharia e Indústria Geral;IndTech;B2B;SIFT Engenharia LTDA;NÃO INFORMADO
Metropolitana e Litoral Norte;São Leopoldo;https://www.tecnosinos.com.br/company/silo-verde-2/;Validação;Não Informado;Agronegócio;AgTech;B2B e B2C;SILO VERDE;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://institutosigales.com.br/;Crescimento;Não Informado;Consultorias e Treinamentos;SupplyTech;B2B;SIMBIO Consultoria em Supply Chain;NÃO INFORMADO
Metropolitana e Litoral Norte;Santo Antônio da Patrulha;https://somossimpay.com.br/;Crescimento;Não Informado;Financeiro;FinTech;B2B;SIMPAY PAGAMENTOS;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://simulahealth.com.br/;Crescimento;Não Informado;Saúde e Bem-Estar;VR/AR Tech;B2B e B2C;Simula Health;NÃO INFORMADO
Metropolitana e Litoral Norte;Novo Hamburgo;https://www.linkedin.com/company/singular-dynamics;Ideação;Não Informado;Pesquisa;AgTech;B2B;Singular Dynamics;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://siriusengenhariaambiental.com.br/;Crescimento;Não Informado;Engenharia e Indústria Geral;GreenTech;B2B;SIRIUS ENGENHARIA AMBIENTAL;NÃO INFORMADO
Metropolitana e Litoral Norte;Novo Hamburgo;https://sirros.io/;Não Informado;Não Informado;IoT (Internet das Coisas);DeepTech;B2B;SIRROS IOT;INSTITUTO CALDEIRA
Metropolitana e Litoral Norte;São Leopoldo;https://siscatec.com.br/;Validação;Não Informado;Gestão de Negócios e Projetos;IndTech;B2B;Siscatec;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://sisqualis.com.br/;Crescimento;Licenciamento;Saúde e Bem-Estar;HealthTech;B2B;Sisqualis;TECNOPUC
Metropolitana e Litoral Norte;Osório;https://www.gruposistemasul.com/sistema-sul-tech;Crescimento;Não Informado;Agronegócio;AgTech;B2B;SISTEMA SUL TECH;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.instagram.com/bandeirabrancasitio/;Crescimento;Negócio Socioambiental;Meio Ambiente e Sustentabilidade;EdTech;P2P;Sítio Bandeira Branca;CEI UFRGS
Metropolitana e Litoral Norte;Porto Alegre;https://www.instagram.com/skriva.app/;Crescimento;SaaS;Software e Cloud;EdTech;B2C;Skriva;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://skymed.app.br/;Não Informado;SaaS;Saúde e Bem-Estar;HealthTech;B2B;Skymed;INSTITUTO CALDEIRA
Metropolitana e Litoral Norte;Presidente Lucena;https://www.skywork.com.br/;Crescimento;Assinatura;Gestão de Negócios e Projetos;ITTech;B2B;Skywork;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.slice.global/;Escala;Outros;Financeiro;Outras;B2B;Slice;TECNOPUC
Metropolitana e Litoral Norte;Porto Alegre;https://smartcomposervr.com/;Crescimento;Pay-per-use;IA (Inteligência Artificial);Outras;B2B e B2G;Smart Composer VR;INOVABENTO
Metropolitana e Litoral Norte;Porto Alegre;https://smartcrono.com.br/;Validação;Assinatura;Software e Cloud;AutoTech;B2B;Smart Crono;NÃO INFORMADO
Metropolitana e Litoral Norte;Gravataí;https://smartflood.com.br/;Validação;SaaS;TI (Tecnologia da Informação);Smart City;B2B e B2G;Smart Flood;SMICT GRAVATAÍ
Metropolitana e Litoral Norte;Porto Alegre;https://www.linkedin.com/company/smartbabytelepediatria/about/;Ideação;Assinatura;Telemedicina;HealthTech;B2B2C;Smartbaby;ATRION
Metropolitana e Litoral Norte;São Leopoldo;https://smartsanapp.com.br/;Validação;Marketplace;Meio Ambiente e Sustentabilidade;CleanTech;B2B2C;smartsan.;PLATAFORMA
Metropolitana e Litoral Norte;Porto Alegre;https://socialdome.com.br/;Validação;Não Informado;Software e Cloud;PropTech;B2B;SOCIAL DOME;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.sofiatti.com.br/;Crescimento;Não Informado;Consultorias e Treinamentos;EsgTech;B2B;Soffiatti;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://softskillssaude.com.br/;Crescimento;Assinatura;Saúde e Bem-Estar;HealthTech;B2B;Soft Skill em Saúde;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.soha.com.br/;Crescimento;Não Informado;IoT (Internet das Coisas);ITTech;B2C;Soha - Software e Hardware;NÃO INFORMADO
Metropolitana e Litoral Norte;Capão da Canoa;https://www.instagram.com/solusconsultoria/;Crescimento;Não Informado;Financeiro;FinTech;B2B e B2C;Soma Soluções Financeiras;NÃO INFORMADO
Metropolitana e Litoral Norte;Estância Velha;;Ideação;SaaS;Financeiro;FinTech;B2B e B2C;SoMEI;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.sooply.com.br/;Não Informado;Assinatura;IA (Inteligência Artificial);SalesTech;B2C;Sooply;NÃO INFORMADO
Metropolitana e Litoral Norte;São Leopoldo;https://detectorderaios.com.br/;Escala;Não Informado;Engenharia e Indústria Geral;IndTech;B2B;SOS RAIOS;TECNOSINOS
Metropolitana e Litoral Norte;Porto Alegre;https://sites.google.com/view/soufiegame/home;Validação;Outros;Financeiro;EdTech;B2B;Soufie Investor Game;TECNOPUC
Metropolitana e Litoral Norte;Porto Alegre;http://www.sousadg.com.br/;Validação;Não Informado;Logística;MobTech;B2C;SOUSADG;HESTIA UFRGS
Metropolitana e Litoral Norte;Porto Alegre;;Ideação;SaaS;Mobilidade;GovTech;B2G;SouthVIA;PLATAFORMA
Metropolitana e Litoral Norte;Porto Alegre;https://www.spacehunters.com.br/;Crescimento;Transação;Consultorias e Treinamentos;PropTech;B2B e B2G;Space Hunters;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://sqed.com.br/;Crescimento;Assinatura;TI (Tecnologia da Informação);ITTech;B2C;SQED TECNOLOGIA DA INFORMAÇÃO;TECNOPUC
Metropolitana e Litoral Norte;Porto Alegre;https://www.squilosaude.com.br/;Ideação;Não Informado;Software e Cloud;HealthTech;B2B e B2C;Squilo Saúde;NÃO INFORMADO
Metropolitana e Litoral Norte;Campo Bom;https://stakecare.com.br/;Validação;Não Informado;Saúde e Bem-Estar;HealthTech;B2B;Stakecare;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://stargrid.pro/;Crescimento;Assinatura;Produtividade;HealthTech;B2B;StarGrid;VENTIUR
Metropolitana e Litoral Norte;Canoas;http://starlearning.com.br;Validação;Não Informado;Saúde e Bem-Estar;EdTech;B2B;StarLearning;NÃO INFORMADO
Metropolitana e Litoral Norte;Esteio;https://startnaweb.com.br/;Crescimento;Não Informado;Consultorias e Treinamentos;MarTech;B2B;Start Agencia De Marketing Digital;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://startaideia.com.br/;Não Informado;Não Informado;Negócios Sociais;ITTech;B2B;STARTAIDEIA;INSTITUTO CALDEIRA
Metropolitana e Litoral Norte;Viamão;http://steparts.com/;Crescimento;Não Informado;Biotecnologia;MobTech;B2B;STE PARTS;NÃO INFORMADO
Metropolitana e Litoral Norte;Gravataí;https://stresstec.com/;Crescimento;Economia de Recorrência;Energia;IndTech;B2B;Stresstec Engenharia;SMICT GRAVATAÍ
Metropolitana e Litoral Norte;Porto Alegre;;Validação;Não Informado;Educação e Ensino;Social Network;B2C;Studa;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.youtube.com/@studioprimamateria9362;Validação;Não Informado;Entretenimento, Jogos e Gamificação;GameTech;B2C;STUDIO PRIMA MATERIA;NÃO INFORMADO
Metropolitana e Litoral Norte;Eldorado do Sul;https://suatransportadora.com.br/;Crescimento;Não Informado;Software e Cloud;SupplyTech;B2B;Suatransportadora;NÃO INFORMADO
Metropolitana e Litoral Norte;Eldorado do Sul;https://sulvinci.com.br/;Crescimento;Transação;Construção Civil;ConstruTech;B2B2C;Sul Vinci;BASE ESPM
Metropolitana e Litoral Norte;Porto Alegre;https://www.sumply.com.br/?fbclid=PAZXh0bgNhZW0CMTEAAaY2HeLJNfJF1xhWyZPydcTN2ru79jLM4SNAfvkHPeqjIzqD34RuEmkRzuU_aem_k_zkJ5k-vBZBqj0ZtCTgkQ;Crescimento;Não Informado;TI (Tecnologia da Informação);RetailTech;B2B;Sumply;TECNOPUC
Metropolitana e Litoral Norte;São Leopoldo;https://sun3s.com.br/solarapp/;Crescimento;Marketplace;Energia;EnergyTech;B2C;Sun 3S;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://sunnydata.com.br/;Escala;SaaS;Software e Cloud;ITTech;B2B;Sunny Data Protection;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.instagram.com/superpocket24/;Crescimento;Transação;Alimentos e Bebidas;RetailTech;B2C;SUPER POCKET 24 HORAS;NÃO INFORMADO
Metropolitana e Litoral Norte;Canoas;https://supermidiadigital.com/;Crescimento;SaaS;Software e Cloud;RetailTech;B2B;Supermídia;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.instagram.com/appsuvic/;Validação;Marketplace;Saúde e Bem-Estar;HealthTech;B2B2C;Suvic;TECNOPUC
Metropolitana e Litoral Norte;Porto Alegre;https://tecnopuc.pucrs.br/organizacao/symcore/;Validação;SaaS;IA (Inteligência Artificial);ITTech;B2B;SymCore;TECNOPUC
Metropolitana e Litoral Norte;Porto Alegre;https://www.systemadvisor.com.br/;Crescimento;Não Informado;Gestão de Negócios e Projetos;ITTech;B2B;System Advisor;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://table.partners/;Crescimento;Advertising;Consultorias e Treinamentos;MarTech;B2B;Table;PLATAFORMA
Metropolitana e Litoral Norte;Porto Alegre;http://tae.net.br/;Validação;Não Informado;RH e Coaching;HRTech;B2B;Tae Engajamento;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://site.taglivros.com/;Não Informado;Assinatura;Entretenimento, Jogos e Gamificação;Funtech;B2C;TAG Livros;INSTITUTO CALDEIRA
Metropolitana e Litoral Norte;Novo Hamburgo;https://www.tafstore.com.br/site/content/home/index.php;Escala;Não Informado;Marketing e Publicidade;AdTech;B2B e B2C;TALLENTTARE;NÃO INFORMADO
Metropolitana e Litoral Norte;Novo Hamburgo;https://www.taugor.com.br/;Crescimento;Não Informado;Gestão de Negócios e Projetos;RegTech;B2B;Taugor;NÃO INFORMADO
Metropolitana e Litoral Norte;Gravataí;https://www.linkedin.com/company/tavernagularteeditora/?originalSubdomain=br;Crescimento;Outros;Educação e Ensino;EdTech;B2B e B2C;Taverna Gularte Editora;SMICT GRAVATAÍ
Metropolitana e Litoral Norte;Campo Bom;https://www.techmaschinen.com.br/;Validação;Não Informado;Engenharia e Indústria Geral;IndTech;B2B;Tech - Maschinen Engenharia;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.instagram.com/tech_forge?igsh=MTcwdWFnZmRjbjJ5MA==;Crescimento;Não Informado;TI (Tecnologia da Informação);Tech Consultancies;B2B;Tech forge;CEI UFRGS
Metropolitana e Litoral Norte;Montenegro;https://technow.com.br/;Crescimento;SaaS;Software e Cloud;ITTech;B2B;Tech Now;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.techniken.com.br;Crescimento;Outros;TI (Tecnologia da Informação);ITTech;B2B;Techniken Tecnologia;TECNOPUC
Metropolitana e Litoral Norte;São Leopoldo;https://www.technurse.com.br/;Crescimento;Não Informado;Saúde e Bem-Estar;HealthTech;B2B e B2C;TECHNURSE;TECNOSINOS
Metropolitana e Litoral Norte;Porto Alegre;https://www.techpain.com.br/;Crescimento;Não Informado;Software e Cloud;HealthTech;B2B e B2C;TechPain;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.tecmobil.com.br;Crescimento;Não Informado;Indústria 4.0;IndTech;B2B e B2C;Tecmobil;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;http://www.teialabs.com;Validação;Licenciamento;IA (Inteligência Artificial);Outras;B2B;Teia Labs;TECNOPUC
Metropolitana e Litoral Norte;Porto Alegre;https://www.linkedin.com/company/tekoha-biotecnologia-ambiental/;Ideação;Marketplace;Meio Ambiente e Sustentabilidade;BioTech;B2B e B2G;Tekoha biotecnologia ambiental;IECBIOT UFRGS
Metropolitana e Litoral Norte;Porto Alegre;https://www.teletanque.com.br/;Validação;SaaS;Software e Cloud;AgTech;B2B;Teletanque;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.tellusinovacaohumana.com.br/;Ideação;Não Informado;Serviços;HRTech;B2B;TellUs: Inovação Humana;LAB FECOMÉRCIO-RS
Metropolitana e Litoral Norte;Porto Alegre;https://www.tenteada.com.br/;Crescimento;Marketplace;Jurídico;LegalTech;P2P;Tenteada;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://terceirizza.com.br/;Crescimento;Marketplace;Financeiro;FinTech;B2B2C;Terceirizza;TECNOPUC
Metropolitana e Litoral Norte;São Leopoldo;https://www.tesseris.com.br/;Crescimento;Não Informado;Hardware e Eletrônicos;Climate Tech;B2B;TESSERIS;TECNOSINOS
Metropolitana e Litoral Norte;Novo Hamburgo;https://testingcompany.com.br/;Escala;Não Informado;Software e Cloud;ITTech;B2B;TESTING COMPANY;NÃO INFORMADO
Metropolitana e Litoral Norte;Novo Hamburgo;https://www.tgrstudio.com.br/;Validação;Não Informado;Marketing e Publicidade;MarTech;B2B e B2C;TGR Studio;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.instagram.com/the_cloud_surgery_technologies/;Ideação;Custo por Aquisição;Saúde e Bem-Estar;VR/AR Tech;B2B;The Cloud Surgery;CEI UFRGS
Metropolitana e Litoral Norte;Porto Alegre;https://thrivesmd.com/;Validação;Assinatura;Saúde e Bem-Estar;HealthTech;B2B2C;Thrive: saúde mental digital;TECNOPUC
Metropolitana e Litoral Norte;Porto Alegre;https://thummi.global/;Crescimento;Assinatura;Saúde e Bem-Estar;HealthTech;B2B2C;Thummi Global;TECNOPUC
Metropolitana e Litoral Norte;Porto Alegre;https://www.tidesatglobal.com/;Crescimento;Assinatura;IoT (Internet das Coisas);GovTech;B2B e B2G;Tidesat;CEI UFRGS
Metropolitana e Litoral Norte;Porto Alegre;http://www.timedaeva.com.br;Crescimento;Custo por Aquisição;Educação e Ensino;EdTech;B2B2C;Time da Eva - PSALab;TECNOPUC
Metropolitana e Litoral Norte;Porto Alegre;https://tiny.com.br/;Crescimento;Assinatura;TI (Tecnologia da Informação);RetailTech;B2B;Tiny;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;http://www.tiochico.vet/;Crescimento;Assinatura;Saúde e Bem-Estar;PetTech;B2B e B2C;Tio Chico Vet;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.tiquetaque.com/;Não Informado;Assinatura;RH e Coaching;HRTech;B2B;TIQUE TAQUE;INSTITUTO CALDEIRA
Metropolitana e Litoral Norte;Novo Hamburgo;https://tktr.com.br/;Crescimento;Não Informado;TI (Tecnologia da Informação);Funtech;B2B;TKTR;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.todoincomm.com/;Crescimento;Não Informado;Gestão de Negócios e Projetos;RetailTech;B2B;Todo – Incomm;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://townsq.com.br/;Crescimento;Assinatura;Gestão de Negócios e Projetos;PropTech;B2B;TownSq;NÃO INFORMADO
Metropolitana e Litoral Norte;Eldorado do Sul;https://www.instagram.com/trabalhe.ai/;Validação;Não Informado;Serviços;Não Informado;Não Informado;TrabalheAi.com;LAB FECOMÉRCIO-RS
Metropolitana e Litoral Norte;Porto Alegre;https://trashin.com.br/;Escala;Outros;Meio Ambiente e Sustentabilidade;EsgTech;B2B;TRASHIN;INSTITUTO CALDEIRA
Metropolitana e Litoral Norte;Igrejinha;https://www.tricebrasil.com.br/;Crescimento;Marketplace;RH e Coaching;SalesTech;B2B e B2C;TRICE;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.tricebrasil.com.br/;Não Informado;Não Informado;Software e Cloud;ITTech;B2B;Triider;INSTITUTO CALDEIRA
Metropolitana e Litoral Norte;Gravataí;https://www.trindtech.com.br/;Crescimento;SaaS;Educação e Ensino;HRTech;B2B e B2C;Trindtech;PRADOTECH
Metropolitana e Litoral Norte;Porto Alegre;https://tripevolved.com.br;Crescimento;Serviços Baseados em Taxas;Turismo e Lazer;TurisTech;B2C;Trip Evolved;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.trius.com.br/;Crescimento;Transação;Software e Cloud;ITTech;B2B;Trius;TECNOPUC
Metropolitana e Litoral Norte;Gravataí;http://www.truveiculos.com;Crescimento;Marketplace;Automotivo;SalesTech;B2B e B2C;TRU VEÍCULOS;SMICT GRAVATAÍ
Metropolitana e Litoral Norte;Porto Alegre;https://instagram.com/truddy.app;Validação;Custo por Aquisição;Entretenimento, Jogos e Gamificação;GameTech;B2C;Truddy;TECNOPUC
Metropolitana e Litoral Norte;Gravataí;https://vface.com.br/;Escala;SaaS;TI (Tecnologia da Informação);SecurityTech;B2B e B2G;TSA / Mobilité;SMICT GRAVATAÍ
Metropolitana e Litoral Norte;Porto Alegre;http://www.tuaoperadora.com.br/;Crescimento;Assinatura;Serviços;Outras;B2C;Tua Operadora;TECNOPUC
Metropolitana e Litoral Norte;Porto Alegre;https://www.twdmedical.com.br/public/;Crescimento;Não Informado;Saúde e Bem-Estar;HealthTech;B2B e B2G;TWD Medical;PLATAFORMA
Metropolitana e Litoral Norte;Porto Alegre;https://tyr.digital;Validação;Não Informado;IoT (Internet das Coisas);LogTech;B2B e B2G;TYR;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://ubots.com.br/;Não Informado;Não Informado;Software e Cloud;ITTech;B2B;Ubots;INSTITUTO CALDEIRA
Metropolitana e Litoral Norte;Porto Alegre;https://uhuu.com/;Crescimento;Marketplace;Entretenimento, Jogos e Gamificação;EventsTech;B2B2C;Uhuuu;TECNOPUC
Metropolitana e Litoral Norte;Porto Alegre;https://www.ujamaatech.com/;Validação;Outros;Educação e Ensino;EdTech;B2B2C;Ujamaatech;TECNOPUC
Metropolitana e Litoral Norte;Porto Alegre;https://www.ummense.com/;Crescimento;SaaS;Gestão de Negócios e Projetos;Outras;B2B;Ummense;TECNOPUC
Metropolitana e Litoral Norte;Porto Alegre;https://www.umov.me/aplicativo-logistica/;Crescimento;Não Informado;Software e Cloud;LogTech;B2B;uMove.me;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://unipago.com.br/;Crescimento;SaaS;Software e Cloud;FinTech;B2B;Unipago;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://uniwayschool.com/pt_br/;Validação;Assinatura;Educação e Ensino;EdTech;B2B;UniWAY SCHOOL;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;http://www.upcontrol.com.br/;Validação;Não Informado;Pesquisa;EdTech;B2B;Upcontrol;NÃO INFORMADO
Metropolitana e Litoral Norte;São Leopoldo;https://www.instagram.com/upcyfoods/;Validação;Não Informado;Meio Ambiente e Sustentabilidade;Foodtech;B2B;UPCYFOODS;TECNOSINOS
Metropolitana e Litoral Norte;São Leopoldo;https://upsensor.com/;Escala;Transação;Engenharia e Indústria Geral;IndTech;B2B e B2C;UPSENSOR;TECNOSINOS
Metropolitana e Litoral Norte;Porto Alegre;https://www.urbia.com.br/;Não Informado;Assinatura;Construção Civil;PropTech;B2B;Urb IA;INSTITUTO CALDEIRA
Metropolitana e Litoral Norte;Porto Alegre;https://urbe.me/;Crescimento;Marketplace;Financeiro;PropTech;B2B;URBE.ME;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.linkedin.com/in/marcioacardoso;Validação;Marketplace;Software e Cloud;HealthTech;B2B e B2C;Userfit;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.linkedin.com/company/usphera/about/;Validação;Não Informado;IA (Inteligência Artificial);HealthTech;B2C;Usphera XR;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.uy3.com.br/;Não Informado;Não Informado;Financeiro;FinTech;B2B;UY3;INSTITUTO CALDEIRA
Metropolitana e Litoral Norte;São Leopoldo;https://v4company.com/;Escala;Não Informado;Consultorias e Treinamentos;MarTech;B2B;V4 COMPANY;NÃO INFORMADO
Metropolitana e Litoral Norte;São Leopoldo;https://valenciaenergia.com.br/;Crescimento;Transação;Energia;EnergyTech;B2B e B2C;VALÊNCIA ENERGIA;TECNOVATES
Metropolitana e Litoral Norte;Porto Alegre;https://www.vastoagro.com.br/;Crescimento;Transação;Agronegócio;LogTech;B2B;VASTO AGRO;TECNOPUC
Metropolitana e Litoral Norte;São Leopoldo;https://www.linkedin.com/company/vatto-aceleradora-comercial/about/;Crescimento;Não Informado;Gestão de Negócios e Projetos;SalesTech;B2B;Vatto;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;;Não Informado;Não Informado;Gestão de Negócios e Projetos;Outras;B2B;VB INTELIGENCIA DE MERCADO;INSTITUTO CALDEIRA
Metropolitana e Litoral Norte;Novo Hamburgo;https://agenciavela.com.br/;Validação;Não Informado;Marketing e Publicidade;MarTech;B2B;Velatech;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://veloce.tech/;Validação;Marketplace;TI (Tecnologia da Informação);SalesTech;B2B e B2C;VELOCE.TECH;CIDICA
Metropolitana e Litoral Norte;Porto Alegre;https://vent.digital/;Crescimento;SaaS;IA (Inteligência Artificial);ITTech;B2B;Vent Digital;TECNOPUC
Metropolitana e Litoral Norte;Dois Irmãos;https://verdeshabitos.com.br/;Validação;E-commerce;Meio Ambiente e Sustentabilidade;GreenTech;B2C e B2G;Verdes Hábitos;PLATAFORMA
